dialogue,label,character_name,character_group
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Inspiring enough to... make you want to sing, again?",CHARACTER,Zagreus,male
"Oh, that's a rather bold insinuation, Zagreus. I don't know that I've the will for that, I... just, I need some time to think, is that all right?",CHARACTER,Orpheus,male
"It sounds like Father's very cross with you, Orpheus. Won't you consider singing once again? You know his threat of further punishment is not a bluff.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Your father can be.... most persuasive, yes, my friend. However, this time, I am... putting my foot down! I have no plans to sing for him again.",CHARACTER,Orpheus,male
OrpheusFidget,CHARACTER,_preLineAnim,unknown
Well then how about for me? Or for your other friends among the court?,CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
I... no. Please. My muse is gone to me. I can do no such thing.,CHARACTER,Orpheus,male
"Appreciate it, mate.",CHARACTER,Zagreus,male
"You seem quite agitated, as of late, my friend. Is anything amiss with you, perhaps?",CHARACTER,Orpheus,male
"Oh! No, I'm all right, Orpheus. Just a lot on my mind is all, sorting out what's next. Stuff I need to work through on my own.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Ah, well, I truly understand. I was reluctant to discuss my long-lost muse, really for quite some time. Well, if you do require some emotional support, know that I likely shall be standing over here...",CHARACTER,Orpheus,male
"Oh, Orpheus? I heard from Hermes, messenger and god of travel, and all that? It's odd I'm giving you his message in this case, but he says hey! Admires your musical ability, as well.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Oh, that was kind of him, my friend! When I first ventured deep into this realm, whilst searching for the soul of my lost muse... after I failed utterly, it was Lord Hermes who whisked her away. It happened so fast. He did an excellent job!",CHARACTER,Orpheus,male
"I always meant to ask you, Orpheus. Where did you learn to sing like that? Was it really Apollo himself who taught you?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Oh, why, I learned from many different sources, Zagreus. That is before all of my inspiration started coming from a single source. I credit my accomplishments to her, and to Apollo, and the gods. And to considerable time spent practicing!",CHARACTER,Orpheus,male
OrpheusFidget,CHARACTER,_preLineAnim,unknown
"Orpheus? I know Father appreciates your songs, to the extent he's capable of appreciating anything. Though, has Nyx ever responded to them? She's always right nearby yet you two don't seem to talk...",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Almighty Nyx appears to tolerate my presence, Zagreus. For she could cast me into everlasting darkness if my song failed to be pleasing to her. She is a most-discerning listener!",CHARACTER,Orpheus,male
"Are you the one whom I should thank for this most wondrous music stand, my friend? Why, it is positively splendid, isn't it?",CHARACTER,Orpheus,male
"Our renowned court musician ought to have the finest means available, I think. I'm pleased you like it, Orpheus. Though, tell me something, how can it play your music when you're not even here?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Who can explain the secret art of Daedalus, my friend? Know only that, whenever it produces music for your listening enjoyment, that the sound you hear is coming from my soul!",CHARACTER,Orpheus,male
"Same goes for me, mate. Same goes for me.",CHARACTER,Zagreus,male
"So, I am quite confused, I must admit, my friend. The Queen Persephone, she is your mother, then? How is it that she came to reside, here?",CHARACTER,Orpheus,male
"Well, erm... it all started when my father saw her on Olympus, and... they fell madly in love. He swept her off her feet, and brought her here. The Olympians, they got pretty worried when they saw she was gone. But now it's OK! Everything's out in the open.",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"But, surely the Queen's mother on Olympus, the great goddess Demeter... surely she would quite like it if she saw her daughter still, from time to time?",CHARACTER,Orpheus,male
"Oh, that! Thing is, Mother ate some... pomegranate seeds when she was here. And we have rules about that stuff, you know! It means she cannot leave this place for very long at all. I'm sure Demeter will understand. And unfreeze everything when her daughter's around.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Ah, yes, pomegranate seeds, of course, of course! Though, there is one more subject I don't understand, which is... how you fit into all of this. Were you not trying to escape from here?",CHARACTER,Orpheus,male
"Forget about me, Orpheus! This isn't about me, it's about Mother. What's important is she's here, where she belongs.",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"I see! I understand. Well, thank you, then, for clearing all that up. It is a splendid tale, I must say, and every part of it makes sense to me, at last.",CHARACTER,Orpheus,male
"I've decided I should give this singing thing another shot for now, my friend. I hope you like it.",CHARACTER,Orpheus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"This is amazing, mate. So does this mean you found your muse?",CHARACTER,Zagreus,male
"Oh no, I never found my muse, my friend. It's just... seeing you carrying on like this time after time, I was reminded I ought to get on with my life, too, such as it is right now.",CHARACTER,Orpheus,male
"I've decided I should give this singing thing another shot for now, my friend. I hope you like it.",CHARACTER,Orpheus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"This is amazing, mate. You sing quite beautifully, with or without your muse.",CHARACTER,Zagreus,male
"How kind of you. It's just... seeing you carry on like this, time after time, I was reminded that I might as well get on with my existence, too. Such as it is right now.",CHARACTER,Orpheus,male
"I've decided I should give this singing thing another shot for now, my friend. I hope you like it.",CHARACTER,Orpheus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"It's beautiful, mate. If only Eurydice could hear you right now.",CHARACTER,Zagreus,male
"How kind of you, my friend. It's just... seeing you carry on like this, time after time, I was reminded I ought to get on with my existence, too. Such as it is right now.",CHARACTER,Orpheus,male
"I became so enthralled with song once more, my friend, that I have been inspired to compose another one. For old time's sake, perhaps.",CHARACTER,Orpheus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"This is amazing, mate. You sing quite beautifully, with or without your muse.",CHARACTER,Zagreus,male
"How kind of you, although... my voice is nothing but the crunch of gravel underfoot compared to hers, which soars as though on wings.",CHARACTER,Orpheus,male
"Say, Orpheus? I ever tell you I once single-handedly slew a multi-headed bone hydra within the magma fields of Asphodel without so much as breaking a sweat?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"My, that is wonderful to hear, my friend! Another in a litany of such heroic deeds, more noble than the heroes of our verse, and even great Achilles over there!",CHARACTER,Orpheus,male
OrpheusFidget,CHARACTER,_preLineAnim,unknown
"I'm glad you think so, mate! These tales of my valorous accomplishments do seem to cheer you up, so, I will keep reporting back once I rack up some more.",CHARACTER,Zagreus,male
ZagreusExpressiveEmpathy,CHARACTER,_preLineAnim,unknown
"Hey Orpheus? You know about the time I vanquished seven legions of Bloodless warriors with both hands tied behind my back while hopping on one foot? Lord Poseidon dared me to do it, you know.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Why, that is a spectacularly vivid tale, Zagreus, and most deserving to be chronicled in song! Would that there were a poet here still willing to commit such deeds to verse.",CHARACTER,Orpheus,male
OrpheusFidget,CHARACTER,_preLineAnim,unknown
"Hey, Orpheus? I take it you know all about the time I burned my father's hands to a crisp the moment I was born? He grasped me by the feet, and they caught fire! And that's why he still wears those fancy rings: to cover up the hideous scar tissue.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"But that is such a splendid tale, Zagreus, deserving to be sung both far and wide, until it turns into the stuff of myth, as deathless as the gods themselves! I'll gladly tell that one about!",CHARACTER,Orpheus,male
"Hey Orpheus, you've noticed the resemblance between me and Dionysus, haven't you, mate? I'll tell you a little secret but you have to promise not to tell... We're really the same god. I love a good feast, don't I?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"But, Zagreus, that is a striking revelation, the connection you describe. I see it! I can see it now! To think the god of wine and you are intricately linked, it isn't obvious, is it?",CHARACTER,Orpheus,male
"Oh, there's more to it! A bit grim, really, as I'm a little older than I look. You see, the Titans, they once tore me limb from limb, but then my heart was saved, and that's where Dionysus comes from! That is the connection between us, you understand me, mate?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Your tale stirs my soul, it truly does, my friend. It is a marvel to me that such heroism isn't widely known, and I'm committed to the spread of all such truths.",CHARACTER,Orpheus,male
OrpheusFidget,CHARACTER,_preLineAnim,unknown
"Hey Orpheus, you know I've just been messing with you, with those Dionysus tales, and all that? Just trying to liven things up for us, mate.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Oh, Zagreus! There isn't need for such humility, not when one's deeds of heroism are as great and numerous as yours! It is an honor to have heard such deeds first-hand!",CHARACTER,Orpheus,male
ZagreusTalkEmpathy_Return,CHARACTER,_preLineAnim,unknown
"You know, mate, sometimes I worry that you're taking my tall tales rather seriously. You're not really going about and telling everyone this stuff, are you?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Come now, my friend! I know this is a test of faith! Of course I am committed to the spread of such heroic deeds as yours. And I do so enjoy getting to hear them first!",CHARACTER,Orpheus,male
ZagreusTalkEmpathy_Return,CHARACTER,_preLineAnim,unknown
"Hey, Orpheus? I figure that you've heard by now about how I bested the Minotaur Asterius, alongside Theseus, the Champion of Elysium, himself? I don't think I even broke a sweat.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"I scarce can possibly imagine such a spectacle, my friend! But certainly I shall attempt to try!",CHARACTER,Orpheus,male
OrpheusFidget,CHARACTER,_preLineAnim,unknown
"Orpheus, you have to hear this straight from me. I vanquished my own father, on the outskirts of the Temple of Styx. At the surface! I know how this looks, since I'm back here, and so is he. You believe me, don't you?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Of course I do, my friend! Though, you must know, your father has requested his relationship to you be kept quite clandestine. You'll understand if I not sing your praises in this case, won't you?",CHARACTER,Orpheus,male
"Orpheus, sorry to interrupt, it's just... I couldn't help but notice that new ballad that you're playing, there.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Technically, one ought consider it a hymn, my friend! In honor of your numerous travails, prior to your current set of circumstances, which must pale in comparison to all the rigors you've endured to date!",CHARACTER,Orpheus,male
"Erm, the thing is... none of the information in your hymn is accurate. It's nonsense. I was just kidding with you, mate! I tried to make that clear. You get so lively when I tell you my tall tales, you know? You're not angry with me, are you...?",CHARACTER,Zagreus,male
"Heavens, no, my friend! Your humility is matched only by your perseverance in the face of adversity! May your great deeds live on forever, much like you!",CHARACTER,Orpheus,male
OrpheusFidget,CHARACTER,_preLineAnim,unknown
"Say, Orpheus. You wouldn't happen to know the nymph Eurydice, would you? Tall, woodsy type? I get the impression maybe you know each other.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"What? Why... yes. I know Eurydice. Or, I once knew her, I should say. Whyever would you ask me such a thing, my friend?",CHARACTER,Orpheus,male
"I saw her, mate. In Asphodel. She's doing fine up there! All on her own. The two of you, you used to know each other, then?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"We more than knew each other, Zagreus. We were husband and wife. She was my muse. To think that we are doomed to be apart during our afterlives. Ah, well!",CHARACTER,Orpheus,male
"Ah, well? Don't you have a message I could bring to her, if we should meet again? Something like that?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"I do not wish to trouble her again, my friend. Speak not to her of me, all right? I have my memory of her; it is enough.",CHARACTER,Orpheus,male
OrpheusFidget,CHARACTER,_preLineAnim,unknown
"Say, Orpheus. You're not going to believe this. I happened on a certain nymph during my journeys recently. It was Eurydice. Tall, woodsy type?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"What? Why... truly. I knew Eurydice resided in your father's realm, but... I had not anticipated you would cross her path. You're certain of this, then?",CHARACTER,Orpheus,male
"I saw her, mate. In Asphodel. She's doing fine up there! All on her own. You said the two of you were very close, isn't that right?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"We were much more than that, Zagreus. We were husband and wife. She was my muse. To think that we are doomed to be apart during our afterlives. Ah, well!",CHARACTER,Orpheus,male
"Ah, well? Don't you have a message I could bring to her, if we should meet again? Something like that?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"I do not wish to trouble her again, my friend. Speak not to her of me, all right? I have my memory of her; it is enough.",CHARACTER,Orpheus,male
OrpheusFidget,CHARACTER,_preLineAnim,unknown
"Orpheus, I saw Eurydice again. I... couldn't bring myself to do exactly as you asked, I... sort of mentioned you.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"You what?! Or, what I meant to say was: Oh. Did you perchance get the impression she yet harbors toward me feelings of resentment, and the like?",CHARACTER,Orpheus,male
"You seemed to be a bit of a sore subject, yes. What happened to the two of you, if I may ask?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Oh, it's just... I almost saved her soul from this domain, back when I lived and breathed. But in the final moments of my rescue, my faith faltered. She is lost to me forever, now. Though, I'm pleased to hear she isn't lost to you!",CHARACTER,Orpheus,male
"Orpheus, I saw Eurydice again. I... couldn't bring myself to do exactly as you asked, I... sort of mentioned you.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"You what?! Or, what I meant to say was: Oh. Did you perchance get the impression she yet harbors toward me feelings of resentment, and the like?",CHARACTER,Orpheus,male
"You seemed to be a bit of a sore subject, yes. You really almost freed her from the Underworld, huh?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Almost, my friend, almost. But in the final moments of my rescue, my faith faltered. She is lost to me forever, now. Though, I'm pleased to hear she isn't lost to you!",CHARACTER,Orpheus,male
"Pray tell me something, Zagreus. How is she lately, hm? Eurydice, I mean. Her hair, fall colors, or full bloom? Her poise, as proud and supple as the oak?",CHARACTER,Orpheus,male
"She's all right, Orpheus. Seems comfortable within her little place in Asphodel. The only thing that seems to bother her at all is... when I mention you. Is there nothing you can do to patch things up?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Alas, I cannot change the past, my friend. So, no. As you can plainly see by now, I'm dead to her. Rightfully so, at that.",CHARACTER,Orpheus,male
"But that's just a technicality! I mean, you're here, she's there! So what if you're not breathing anymore, you have all eternity ahead of you. Don't you want to see her again?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Don't I want to see my Eurydice again...? Why, yes. That, more than anything, my friend. Provided she wanted to see me. I tried once to disturb her everlasting rest, as you well know. And that did not pan out as I had hoped....",CHARACTER,Orpheus,male
"What news of late about Eurydice, my friend? She is as delicate as I described, no doubt? Ah, but... I am dwelling on her once again, it seems.",CHARACTER,Orpheus,male
"I knew she was a talented musician, mate, but you never let on that she is an amazing chef, as well. She's been hospitable to me each time we've met. Though you still seem to be a bit of a sore subject.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"How very understandable, indeed. Were I to have been failed to be rescued from the depths of hell, mere moments from escape, I too would be quite cross with my attempted rescuer. And for quite some time.",CHARACTER,Orpheus,male
"Orpheus, I don't suppose you know how come I keep running into Eurydice in particular out there? For all the shades resting eternally in Asphodel, it seems beyond coincidence I always find the one that's dear to you.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"I have no knowledge of the weavings of the Fates, my friend. Perhaps they trample on what used to be my heart for leisure or for sport, do you suppose?",CHARACTER,Orpheus,male
"I know no other way, my friend.",CHARACTER,Orpheus,male
"Say, Orpheus, Eurydice told me your songs, some of them came from her? She seems quite brilliant. You choose your muses well!",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"I owe my everything to my Eurydice. She authored many of my songs, indeed; and she inspired many, many more. Whilst living, we collaborated frequently, you see.",CHARACTER,Orpheus,male
But weren't you the famous one? I don't understand why she doesn't share your renown.,CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"It is but one of life's injustices, I fear. I always sang her praises every chance I had. And she asserted herself splendidly. Yet even still, our listeners believed our songs, they came from me... what else could I have done?",CHARACTER,Orpheus,male
"I don't exactly know the ways of mortals, mate. But I'm pleased to hear you always giving credit where it's due.",CHARACTER,Zagreus,male
"Then, word will spread. I'm sure of it.",CHARACTER,Zagreus,male
"Orpheus, you said that it was one of life's injustices that Eurydice doesn't get her fair share of the credit for the songs she wrote. Isn't there something we can do?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Why, I don't know, my friend. Once people set their minds to certain things... it can be difficult to show them other possibilities exist. What's to be done?",CHARACTER,Orpheus,male
"I don't know... tell them they're wrong? Politely, perhaps not? Or... tell them what's right. Get the word out about what's right? Can't we do that?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Get the word out...? But I am court musician of this House. My songs no longer reach too many ears. Although... I do suppose all of these shades about... they are my audience, as well. I shall make certain that they know whose songs I sing.",CHARACTER,Orpheus,male
"I must confess something to you, my friend. My mind still wanders to Eurydice quite often, and my memories of her. Despite my best attempts to move along with my existence here. I would call it a fatal flaw, except, I am already dead.",CHARACTER,Orpheus,male
"Don't torture yourself, mate. You've been through enough. As has she! You still care for one another just don't have a way to get the point across. But I have an idea.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"I, too, once had ideas, Zagreus. Ideas, and inspirations. It was so very wonderful, to have a muse...",CHARACTER,Orpheus,male
"I got you something, Orpheus. It's a new song. From someone who still cares for you.",CHARACTER,Zagreus,male
"My friend, you wrote a song, for me...? Oh, but this is not from you, it's from... Eurydice... I, no, I don't know what to say, I... I...",CHARACTER,Orpheus,male
"You sing beautifully, mate. If only Eurydice could hear you singing this right now.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Oh. Thanks for the sentiment, my friend, it's just... when I sing this song of hers, why, I've this feeling where my heart once was that, well... perhaps she can.",CHARACTER,Orpheus,male
"I've decided I should give this singing thing another shot for now, my friend. I hope you like it.",CHARACTER,Orpheus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"You sing beautifully, mate. If only Eurydice could hear you singing this right now.",CHARACTER,Zagreus,male
"Oh. Thanks for the sentiment, my friend, it's just... when I sing this song of hers, why, I've this feeling where my heart once was that, well... perhaps she can.",CHARACTER,Orpheus,male
Thank you. I shall. I shall!,CHARACTER,Orpheus,male
"Zagreus! The most amazing circumstances have occurred. The terms of my employment, they've been altered such that... I may visit Asphodel sometimes. May visit her.",CHARACTER,Orpheus,male
"That's great! Orpheus, what are you waiting for, mate? Go and find your muse out there! You two have lots to catch up on, I think.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"I think you're right. I am so very anxious, I must say. But I must also thank you, for this opportunity, and... for speaking with me all this time. So, how might I repay you?",CHARACTER,Orpheus,male
"Why is it always talk of payment around here? You're my mate. And your songs have lifted many spirits here, including mine. Now go, and make the most of this, will you?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
Great to hear it. I can only imagine.,CHARACTER,Zagreus,male
"Hey Orpheus, you're back! How was your trip? I hope it was all right.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"It was more than all right, my friend. Why, it was positively inspirational. But I've returned as promised to this House. My love is there, whilst my responsibilities are here.",CHARACTER,Orpheus,male
"You sound despondent again, mate. You must wish you were there right now. I'm sorry you had to come all the way back.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Oh, on the contrary, Zagreus. It dawned upon me that having some distance between my responsibilities and my domestic life, why... it is not so bad. Besides, Charon makes travel to and fro quite simple for me, really.",CHARACTER,Orpheus,male
"You're doing wonderfully at it, mate.",CHARACTER,Zagreus,male
"I have to ask you something, Orpheus. It seems like everything has been all right for you, except... you don't look very happy to me, mate. Is everything all right? Between you and Eurydice, I mean?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Oh, haha, but your concern is much appreciated, friend. I feel I am in everlasting bliss. It simply does not show upon my countenance. Perhaps through song is how I best express myself.",CHARACTER,Orpheus,male
OrpheusFidget,CHARACTER,_preLineAnim,unknown
"Well, thank you also, mate.",CHARACTER,Zagreus,male
"Hey, Orpheus. You know I'm very happy that things turned out well between you and Eurydice, but... looking back, I think I might have overstepped my bounds with you a bit, and wanted to say I'm sorry.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"You're sorry, Zagreus? Whatever for? If not for you, I fear I never would have seen my muse again.",CHARACTER,Orpheus,male
"Well, it's just... when I met her, and I found out the two of you were having problems, I... well, I just wanted to see you patch things up. But, it wasn't any of my business, and you never asked my help. Neither did she. I could have made things worse.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"But, you didn't make things worse, my friend. And... truth be told, I do not think I ever would have asked for help, at any point, because... I don't entirely know how. So I am grateful to you, and your generous instinct.",CHARACTER,Orpheus,male
"I highly doubt it, no.",CHARACTER,Orpheus,male
"I shall give it some thought, I think.",CHARACTER,Orpheus,male
"Say, Orpheus! I heard what must have been a song of yours, it went something, something, in the blood, you know that one? It was amazing, mate.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Oh, that one, yes, I know! I mean, it was a favorite, I was told, by those who listened to the music I created with my muse. It was a most productive time, back when we were alive!",CHARACTER,Orpheus,male
Would you ever sing it again?,CHARACTER,Zagreus,male
"Hey, Orpheus. The keepsake that you gave me... it's come in useful, thanks. I can't quite see what's in the container, though. I shouldn't open it, should I?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"No, Zagreus. Unless of course you wanted to set loose a cherished living memory of mine, and take from me that fleeting bit of joy?",CHARACTER,Orpheus,male
OrpheusFidget,CHARACTER,_preLineAnim,unknown
"Orpheus, the Distant Memory you gave me... it's a bit of your past with Eurydice in there, isn't it. I'm grateful, but... why give me such a precious gift as that?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"I'm glad you like it, Zagreus. Some memories are cherished, yes, indeed. But there can come a point where they provide more benefit to others than ourselves. Don't you agree?",CHARACTER,Orpheus,male
"Of course, my friend.",CHARACTER,Orpheus,male
"Have you considered doing music-making as a recreational pursuit, my friend? You have such slender hands, why, I believe you'd do quite well at it.",CHARACTER,Orpheus,male
OrpheusFidget,CHARACTER,_preLineAnim,unknown
"Not really been at the top of my list of late, mate, but who knows. It's something I've been meaning to try at some point, I suppose. Thanks for the words of encouragement!",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Hey Orpheus! I got myself a lyre much like yours, except I'm absolutely miserable when I try to play! Got any advice?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Oh, why, that's splendid, Zagreus. And I can certainly show you a thing or two. First, the proper posture is important, here...",CHARACTER,Orpheus,male
"...now remember to practice the plucking technique which I taught you, and mind your off-hand constantly. And, above all, continue practicing! The joyfulness is in the practicing itself.",CHARACTER,Orpheus,male
"Zagreus, I heard your recent lyre-playing from your bedchambers. Let no one lead you to believe it's not a reassuring start.",CHARACTER,Orpheus,male
"Oh, come now, mate, I'm terrible and you know it. You pulling one over on me as payback?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"I'm being serious, my friend. It is a challenging pursuit requiring a dedicated state of mind. The progress shall come. You shall discover what I mean.",CHARACTER,Orpheus,male
OrpheusFidget,CHARACTER,_preLineAnim,unknown
"It's almost everything to me, my friend.",CHARACTER,Orpheus,male
Your music-playing has improved substantially. Perhaps in time you shall surpass my own abilities!,CHARACTER,Orpheus,male
"I highly doubt that, mate, though thanks for noticing. Creating music's quite rewarding once you get the hang of it!",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"I must commend you on the most splendid lyre-playing emanating from your bedchambers, my friend. It seems we have a second court musician, now.",CHARACTER,Orpheus,male
"Thank you for encouraging me to give it a shot, mate. And for the kind words.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"...You called upon your humble court musician, as I understand, Lord Hades sir? Referring to myself of course?",CHARACTER,Orpheus,male
"Well, Orpheus... if you're quite finished with your little stint within the depths of Tartarus, I'd like to ask again: Play us a song, already. Or else next time I'll not be quite so charitable with your punishment.",CHARACTER,Hades,male
"Oh, that. I must apologize, again, Lord Hades sir. For I'm afraid that I've no wish to sing as yet. In spite of your persuasiveness even. And, that, um, is my final word upon the subject. At this time.",CHARACTER,Orpheus,male
"Is that so...? Why, then, I'll go ahead and wait. I've all the patience in the world.",CHARACTER,Hades,male
"Help me to understand something here, Orpheus. Why do I bother keeping such a worthless shadow of a court musician in my House? You prattle ceaselessly, yet I can't get even a single note out of you?",CHARACTER,Hades,male
"If I may be so bold, my lord? Perhaps the merest sight of me still stirs in you a memory of my performances of yore. It gladdens me you used to like my songs.",CHARACTER,Orpheus,male
OrpheusFidget,CHARACTER,_preLineAnim,unknown
"I used to tolerate your insolence. We're finished here. You find your voice. Immediately! You have one hundred years, and not a moment more.",CHARACTER,Hades,male
Hades_HouseFistSlam,CHARACTER,_preLineAnim,unknown
"Finally returned to your senses, haven't you, Orpheus. A court musician who refused to sing! Such nonsense. I trust there shall be no more insubordination from you, moving forward?",CHARACTER,Hades,male
"I'm gladdened that my songs yet stir your soul, my lord. But, I have to confess my choice to sing again was motivated largely by the Prince. And by my muse, of course.",CHARACTER,Orpheus,male
OrpheusFidget,CHARACTER,_preLineAnim,unknown
"Still going on about your so-called muse, I see. You had your chance with Eurydice. You squandered it. And now you're here; a deal is a deal. I expect you to comply with your end of our agreement.",CHARACTER,Hades,male
Nrgh...,CHARACTER,Hades,male
"Good thing that's settled, then.",CHARACTER,Zagreus,male
"...I'm pleased to know my new, more flexible arrangement remains to your satisfaction, still, my lord. I must admit I feared that my departure would result once more in a protracted stay within the pits of Tartarus.",CHARACTER,Orpheus,male
"Don't give me such ideas, Orpheus! Instead, you go about your business, there, and play your blasted songs when circumstances call for it.",CHARACTER,Hades,male
Hades_HouseFistSlam,CHARACTER,_preLineAnim,unknown
"I shall be happy to oblige, my lord. Eurydice and I are grateful for your magnanimity.",CHARACTER,Orpheus,male
OrpheusFidget,CHARACTER,_preLineAnim,unknown
"...You're much too modest, Lord Achilles, for someone with such a number of heroic deeds and glorious decapitations to his name! You ought to be more like ever-boastful Zagreus, and talk it up some more!",CHARACTER,Orpheus,male
"Oh, fear not, Orpheus, I was quite boastful in my day. And would you look at where it got me? Besides, I've not the imagination to come up with tales as tall as those of our Prince Zagreus.",CHARACTER,Achilles,male
Now that you mention it... I can't.,CHARACTER,Achilles,male
I can!,CHARACTER,Zagreus,male
"...Do you miss it, yourself, Lord Achilles, sir? The freshness of the air. The need to have meals several times a day, and such.",CHARACTER,Orpheus,male
